Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method,Brand
Foot Locker,2021-04-24,Southeast,Virginia,Men's Athletic Footwear,60,275,16500,In-store,Adidas
West Gear,2020-03-07,West,Nevada,Men's Apparel,70,350,24500,In-store,Adidas
Amazon,2021-10-12,Northeast,Vermont,Men's Athletic Footwear,60,300,18000,In-store,Adidas
Amazon,2021-01-21,Northeast,Vermont,Men's Athletic Footwear,50,325,16250,In-store,Adidas
Foot Locker,2021-05-25,Southeast,Virginia,Women's Athletic Footwear,50,275,13750,In-store,Adidas
West Gear,2021-10-12,Northeast,Vermont,Women's Apparel,75,300,22500,In-store,Adidas
West Gear,2020-04-01,West,Colorado,Women's Apparel,55,350,19250,In-store,Adidas
West Gear,2021-04-11,West,Utah,Men's Apparel,35,275,9625,In-store,Adidas
Amazon,2021-01-21,Northeast,Vermont,Women's Street Footwear,40,325,13000,In-store,Adidas
West Gear,2021-04-24,West,Oregon,Men's Athletic Footwear,60,275,16500,In-store,Adidas
West Gear,2020-05-10,West,Colorado,Women's Street Footwear,55,350,19250,In-store,Adidas
Amazon,2021-01-21,Northeast,Vermont,Women's Apparel,50,325,16250,In-store,Adidas
West Gear,2021-05-25,West,Oregon,Women's Athletic Footwear,50,275,13750,In-store,Adidas
West Gear,2020-05-13,West,Colorado,Women's Apparel,70,350,24500,In-store,Adidas
West Gear,2021-04-17,South,Louisiana,Women's Athletic Footwear,40,275,11000,In-store,Adidas
Amazon,2021-04-18,Northeast,New Hampshire,Women's Apparel,50,325,16250,In-store,Adidas
Sports Direct,2021-04-14,Northeast,Massachusetts,Women's Apparel,40,275,11000,In-store,Adidas
West Gear,2021-09-18,South,Louisiana,Men's Apparel,55,275,15125,Online,Adidas
Sports Direct,2021-07-13,Northeast,Massachusetts,Women's Street Footwear,45,275,12375,In-store,Adidas
West Gear,2020-06-14,West,Washington,Men's Athletic Footwear,75,350,26250,In-store,Adidas
West Gear,2021-04-05,West,Idaho,Men's Apparel,35,275,9625,Online,Adidas
Sports Direct,2021-08-14,Northeast,Massachusetts,Women's Street Footwear,45,275,12375,In-store,Adidas
West Gear,2020-06-18,West,Washington,Women's Apparel,80,350,28000,In-store,Adidas
Foot Locker,2021-01-23,West,Idaho,Women's Athletic Footwear,40,275,11000,Online,Adidas
Amazon,2021-11-14,Northeast,Massachusetts,Women's Athletic Footwear,55,275,15125,In-store,Adidas
Foot Locker,2021-10-23,West,Arizona,Men's Apparel,55,275,15125,Online,Adidas
West Gear,2020-07-22,West,Washington,Women's Athletic Footwear,60,350,21000,In-store,Adidas
Amazon,2021-02-12,Northeast,Massachusetts,Women's Street Footwear,35,275,9625,In-store,Adidas
Kohl's,2021-01-26,West,Arizona,Men's Apparel,50,275,13750,Online,Adidas
Amazon,2021-03-10,Northeast,Vermont,Women's Street Footwear,35,275,9625,In-store,Adidas
Foot Locker,2020-12-16,Midwest,Minnesota,Men's Street Footwear,50,350,17500,Outlet,Adidas
Kohl's,2021-02-26,West,New Mexico,Women's Athletic Footwear,45,275,12375,Online,Adidas
Amazon,2021-03-10,Northeast,Vermont,Women's Apparel,45,275,12375,In-store,Adidas
Kohl's,2021-02-24,Midwest,Montana,Men's Apparel,55,350,19250,Outlet,Adidas
Kohl's,2021-03-25,West,New Mexico,Women's Athletic Footwear,55,275,15125,Online,Adidas
Amazon,2021-05-10,Northeast,Vermont,Men's Athletic Footwear,55,275,15125,In-store,Adidas
Amazon,2021-05-10,Northeast,Vermont,Men's Apparel,60,275,16500,In-store,Adidas
Sports Direct,2021-04-13,Southeast,Georgia,Women's Athletic Footwear,50,275,13750,Online,Adidas
Sports Direct,2021-03-14,South,Tennessee,Men's Apparel,40,350,14000,Outlet,Adidas
Amazon,2021-11-11,Northeast,Vermont,Men's Apparel,70,275,19250,In-store,Adidas
Sports Direct,2021-06-13,Southeast,Georgia,Men's Apparel,55,275,15125,Online,Adidas
Sports Direct,2021-05-07,South,Tennessee,Men's Apparel,35,350,12250,Outlet,Adidas
Amazon,2021-02-19,Northeast,New Hampshire,Men's Apparel,60,275,16500,In-store,Adidas
Amazon,2021-05-23,Southeast,Kentucky,Women's Apparel,55,275,15125,Online,Adidas
Amazon,2021-03-17,Northeast,New Hampshire,Men's Athletic Footwear,50,275,13750,In-store,Adidas
Foot Locker,2021-07-01,Midwest,Nebraska,Women's Apparel,50,350,17500,Outlet,Adidas
Amazon,2021-06-22,Southeast,Kentucky,Men's Athletic Footwear,35,275,9625,Online,Adidas
Amazon,2021-05-17,Northeast,New Hampshire,Women's Athletic Footwear,55,275,15125,In-store,Adidas
Sports Direct,2021-08-16,South,Alabama,Women's Athletic Footwear,35,350,12250,Outlet,Adidas
Amazon,2021-07-21,Southeast,Kentucky,Women's Street Footwear,40,275,11000,Online,Adidas
Amazon,2021-08-18,Northeast,New Hampshire,Women's Athletic Footwear,55,275,15125,Outlet,Adidas
Amazon,2021-08-22,Southeast,Kentucky,Women's Street Footwear,40,275,11000,Online,Adidas
Sports Direct,2021-09-21,South,Alabama,Women's Athletic Footwear,60,350,21000,Outlet,Adidas
Foot Locker,2021-02-22,Northeast,New Hampshire,Women's Street Footwear,45,275,12375,Outlet,Adidas
Amazon,2021-09-23,Southeast,Kentucky,Women's Apparel,50,275,13750,Online,Adidas
West Gear,2021-11-10,Midwest,Indiana,Women's Street Footwear,35,270,9450,In-store,Adidas
Sports Direct,2021-09-22,South,Alabama,Men's Apparel,45,350,15750,Outlet,Adidas
Amazon,2021-05-17,Northeast,New Hampshire,Women's Street Footwear,55,325,17875,In-store,Adidas
Amazon,2021-10-22,Southeast,Kentucky,Men's Athletic Footwear,45,275,12375,Online,Adidas
Sports Direct,2021-11-07,Northeast,New Jersey,Women's Street Footwear,50,270,13500,In-store,Adidas
Foot Locker,2021-06-29,Midwest,Illinois,Women's Apparel,65,250,16250,Outlet,Adidas
Amazon,2021-06-19,Northeast,New Hampshire,Women's Athletic Footwear,55,325,17875,In-store,Adidas
Amazon,2021-02-22,West,Alaska,Women's Apparel,55,350,19250,Outlet,Adidas
Foot Locker,2021-07-01,Midwest,Illinois,Men's Athletic Footwear,45,250,11250,Outlet,Adidas
Amazon,2021-10-22,Southeast,Kentucky,Women's Apparel,55,275,15125,Online,Adidas
Amazon,2021-06-19,Northeast,New Hampshire,Men's Apparel,65,325,21125,In-store,Adidas
Amazon,2021-11-22,Southeast,Kentucky,Men's Athletic Footwear,40,275,11000,Online,Adidas
Amazon,2021-07-20,West,Alaska,Women's Street Footwear,55,350,19250,Outlet,Adidas
Foot Locker,2021-11-22,Southeast,Kentucky,Women's Apparel,70,275,19250,Online,Adidas
Amazon,2021-07-17,Northeast,New Hampshire,Women's Athletic Footwear,55,325,17875,Outlet,Adidas
Amazon,2021-08-21,West,Alaska,Women's Street Footwear,55,350,19250,Outlet,Adidas
Foot Locker,2021-12-21,Southeast,Kentucky,Women's Street Footwear,55,275,15125,Online,Adidas
Amazon,2021-09-17,Northeast,New Hampshire,Women's Apparel,70,325,22750,Outlet,Adidas
West Gear,2021-01-23,South,Arkansas,Men's Apparel,35,275,9625,Online,Adidas
West Gear,2021-05-19,South,Oklahoma,Women's Street Footwear,35,275,9625,Online,Adidas
Kohl's,2021-11-20,South,Oklahoma,Men's Apparel,75,275,20625,Online,Adidas
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Athletic Footwear,65,325,21125,Outlet,Adidas
Kohl's,2021-05-12,Midwest,Kansas,Men's Athletic Footwear,40,275,11000,Online,Adidas
Foot Locker,2021-11-18,Northeast,New Hampshire,Women's Athletic Footwear,65,325,21125,Outlet,Adidas
Kohl's,2021-06-14,Midwest,Kansas,Women's Athletic Footwear,40,275,11000,Online,Adidas
Kohl's,2021-06-14,Midwest,Kansas,Men's Apparel,55,275,15125,Online,Adidas
Amazon,2021-11-21,West,Alaska,Women's Street Footwear,65,320,20800,Outlet,Adidas
Kohl's,2021-08-13,Midwest,Kansas,Men's Apparel,50,275,13750,Online,Adidas
Foot Locker,2021-11-13,Midwest,Kansas,Women's Athletic Footwear,55,275,15125,Online,Adidas
Kohl's,2021-11-14,Northeast,Delaware,Women's Street Footwear,55,320,17600,In-store,Adidas
Foot Locker,2021-01-12,Midwest,Kansas,Men's Athletic Footwear,40,275,11000,Online,Adidas
Amazon,2021-04-18,Northeast,New Hampshire,Women's Street Footwear,40,250,10000,In-store,Adidas
Foot Locker,2021-01-12,Midwest,Kansas,Women's Apparel,40,275,11000,Online,Adidas
West Gear,2021-11-11,Northeast,Vermont,Women's Street Footwear,60,320,19200,In-store,Adidas
Foot Locker,2021-02-12,Midwest,South Dakota,Women's Apparel,35,275,9625,Online,Adidas
Amazon,2021-08-18,Northeast,New Hampshire,Men's Apparel,65,250,16250,Outlet,Adidas
Foot Locker,2021-07-08,Midwest,Illinois,Women's Street Footwear,40,250,10000,Outlet,Adidas
Foot Locker,2021-09-13,Midwest,South Dakota,Men's Athletic Footwear,40,275,11000,Online,Adidas
Foot Locker,2021-07-19,Midwest,Illinois,Men's Athletic Footwear,45,300,13500,Outlet,Adidas
Foot Locker,2021-07-14,Midwest,Illinois,Women's Street Footwear,40,250,10000,Outlet,Adidas
Amazon,2021-09-17,Northeast,New Hampshire,Women's Street Footwear,55,250,13750,Outlet,Adidas
Sports Direct,2021-01-09,Midwest,South Dakota,Men's Athletic Footwear,35,275,9625,Online,Adidas
Foot Locker,2021-07-23,Midwest,Illinois,Women's Apparel,55,250,13750,Outlet,Adidas
Foot Locker,2021-08-06,Midwest,Illinois,Men's Athletic Footwear,50,300,15000,Outlet,Adidas
Sports Direct,2021-01-09,Midwest,South Dakota,Women's Apparel,35,275,9625,Online,Adidas
Foot Locker,2021-06-17,Midwest,Illinois,Women's Apparel,50,225,11250,Outlet,Adidas
Foot Locker,2021-08-10,Midwest,Illinois,Women's Apparel,65,300,19500,Outlet,Adidas
Sports Direct,2021-09-10,Midwest,North Dakota,Men's Athletic Footwear,35,275,9625,In-store,Adidas
Foot Locker,2021-06-23,Midwest,Illinois,Women's Apparel,50,225,11250,Outlet,Adidas
Foot Locker,2021-05-07,Midwest,Iowa,Women's Apparel,50,275,13750,In-store,Adidas
Sports Direct,2021-08-21,South,Texas,Men's Apparel,40,300,12000,Outlet,Adidas
West Gear,2021-11-06,Midwest,Iowa,Men's Athletic Footwear,35,275,9625,In-store,Adidas
Sports Direct,2021-08-27,South,Texas,Men's Apparel,40,300,12000,Outlet,Adidas
West Gear,2021-11-06,Midwest,Iowa,Women's Apparel,65,275,17875,In-store,Adidas
Foot Locker,2021-11-26,Northeast,Pennsylvania,Women's Apparel,70,300,21000,Outlet,Adidas
West Gear,2021-12-05,Midwest,Iowa,Women's Street Footwear,50,275,13750,In-store,Adidas
West Gear,2021-04-10,Midwest,Indiana,Women's Apparel,50,275,13750,In-store,Adidas
Foot Locker,2021-07-10,Midwest,Illinois,Men's Apparel,50,225,11250,Outlet,Adidas
Foot Locker,2021-11-28,Northeast,Pennsylvania,Men's Athletic Footwear,60,300,18000,Outlet,Adidas
West Gear,2021-10-10,Midwest,Indiana,Women's Apparel,50,275,13750,In-store,Adidas
Foot Locker,2021-12-04,Northeast,Pennsylvania,Men's Athletic Footwear,60,300,18000,Outlet,Adidas
Foot Locker,2021-10-23,South,Texas,Men's Athletic Footwear,45,225,10125,Outlet,Adidas
West Gear,2021-11-10,Midwest,Indiana,Women's Athletic Footwear,35,275,9625,In-store,Adidas
Foot Locker,2021-07-25,Midwest,Illinois,Men's Athletic Footwear,50,250,12500,Outlet,Adidas
West Gear,2021-05-18,Northeast,West Virginia,Women's Street Footwear,35,275,9625,In-store,Adidas
Foot Locker,2021-10-27,Northeast,Pennsylvania,Women's Apparel,45,225,10125,Outlet,Adidas
West Gear,2020-01-05,Northeast,Pennsylvania,Women's Athletic Footwear,45,300,13500,Outlet,Adidas
Foot Locker,2021-07-29,Midwest,Illinois,Women's Apparel,65,250,16250,Outlet,Adidas
West Gear,2021-06-17,Northeast,West Virginia,Women's Athletic Footwear,35,275,9625,In-store,Adidas
Foot Locker,2021-07-31,Midwest,Illinois,Men's Athletic Footwear,50,250,12500,Outlet,Adidas
Foot Locker,2021-11-02,Northeast,Pennsylvania,Women's Apparel,45,225,10125,Outlet,Adidas
West Gear,2020-01-17,West,Nevada,Women's Athletic Footwear,55,300,16500,Outlet,Adidas
West Gear,2021-06-17,Northeast,West Virginia,Men's Apparel,45,275,12375,In-store,Adidas
Foot Locker,2021-08-04,Midwest,Illinois,Women's Apparel,65,250,16250,Outlet,Adidas
West Gear,2021-07-16,Northeast,West Virginia,Women's Athletic Footwear,50,275,13750,In-store,Adidas
Foot Locker,2021-11-29,Northeast,Pennsylvania,Women's Street Footwear,55,225,12375,Outlet,Adidas
Foot Locker,2021-08-07,Midwest,Illinois,Women's Street Footwear,50,250,12500,Outlet,Adidas
West Gear,2020-01-23,West,Nevada,Women's Athletic Footwear,60,300,18000,Outlet,Adidas
West Gear,2021-08-17,Northeast,West Virginia,Women's Athletic Footwear,40,275,11000,In-store,Adidas
Foot Locker,2021-11-20,Northeast,Pennsylvania,Women's Apparel,70,250,17500,Outlet,Adidas
Foot Locker,2021-12-05,Northeast,Pennsylvania,Women's Street Footwear,55,225,12375,Outlet,Adidas
West Gear,2021-10-17,Northeast,West Virginia,Men's Athletic Footwear,35,275,9625,In-store,Adidas
Foot Locker,2021-11-22,Northeast,Pennsylvania,Men's Athletic Footwear,60,250,15000,Outlet,Adidas
Sports Direct,2021-07-20,Northeast,Maryland,Men's Athletic Footwear,45,275,12375,In-store,Adidas
Foot Locker,2021-12-26,Northeast,Pennsylvania,Women's Apparel,75,250,18750,Outlet,Adidas
Sports Direct,2021-08-21,Northeast,Maryland,Men's Athletic Footwear,45,275,12375,In-store,Adidas
West Gear,2020-01-06,West,Nevada,Men's Apparel,50,250,12500,Outlet,Adidas
Foot Locker,2021-12-20,Northeast,Maryland,Women's Apparel,65,275,17875,In-store,Adidas
West Gear,2020-05-30,West,Washington,Men's Apparel,55,250,13750,In-store,Adidas
Foot Locker,2020-12-05,Midwest,Minnesota,Men's Athletic Footwear,40,250,10000,Outlet,Adidas
Foot Locker,2021-07-27,Midwest,Nebraska,Men's Athletic Footwear,40,250,10000,Outlet,Adidas
Foot Locker,2021-03-13,Northeast,Delaware,Women's Apparel,40,275,11000,In-store,Adidas
Foot Locker,2021-07-31,Midwest,Nebraska,Women's Apparel,55,250,13750,Outlet,Adidas
Foot Locker,2021-05-13,Northeast,Delaware,Men's Athletic Footwear,50,275,13750,In-store,Adidas
Sports Direct,2021-08-11,South,Alabama,Men's Apparel,40,250,10000,Outlet,Adidas
Foot Locker,2021-05-13,Northeast,Delaware,Men's Apparel,55,275,15125,In-store,Adidas
Sports Direct,2021-08-17,South,Alabama,Men's Apparel,40,250,10000,Outlet,Adidas
Kohl's,2021-11-14,Northeast,Delaware,Men's Apparel,65,275,17875,In-store,Adidas
Amazon,2021-10-13,South,Alabama,Men's Athletic Footwear,40,250,10000,Outlet,Adidas
Kohl's,2021-01-10,Northeast,Delaware,Men's Athletic Footwear,35,275,9625,In-store,Adidas
Amazon,2021-10-17,Northeast,Maine,Women's Apparel,40,250,10000,Outlet,Adidas
Foot Locker,2021-12-14,Northeast,Pennsylvania,Women's Apparel,60,225,13500,Outlet,Adidas
Amazon,2021-10-23,Northeast,Maine,Women's Apparel,40,250,10000,Outlet,Adidas
Kohl's,2021-01-10,Northeast,Delaware,Women's Apparel,35,275,9625,In-store,Adidas
West Gear,2020-01-29,West,Nevada,Women's Athletic Footwear,60,300,18000,Outlet,Adidas
Kohl's,2021-02-08,Northeast,New Jersey,Women's Apparel,35,275,9625,In-store,Adidas
West Gear,2020-02-05,West,Nevada,Men's Apparel,65,300,19500,Outlet,Adidas
Kohl's,2021-06-08,Northeast,New Jersey,Women's Street Footwear,40,275,11000,In-store,Adidas
Kohl's,2021-07-06,Northeast,New Jersey,Men's Apparel,50,275,13750,In-store,Adidas
West Gear,2020-03-30,West,Colorado,Women's Athletic Footwear,55,300,16500,In-store,Adidas
Kohl's,2021-09-06,Northeast,New Jersey,Men's Athletic Footwear,45,275,12375,In-store,Adidas
West Gear,2020-05-12,West,Colorado,Men's Apparel,65,300,19500,In-store,Adidas
Sports Direct,2021-11-07,Northeast,New Jersey,Men's Athletic Footwear,50,275,13750,In-store,Adidas
West Gear,2020-05-29,West,Colorado,Women's Athletic Footwear,50,300,15000,In-store,Adidas
Sports Direct,2021-12-06,Northeast,New Jersey,Women's Athletic Footwear,50,275,13750,In-store,Adidas
Sports Direct,2021-12-06,Northeast,New Jersey,Men's Apparel,60,275,16500,In-store,Adidas
West Gear,2020-06-04,West,Washington,Women's Athletic Footwear,50,300,15000,In-store,Adidas
Amazon,2021-12-28,Northeast,Maine,Men's Athletic Footwear,50,250,12500,Outlet,Adidas
West Gear,2020-06-16,West,Washington,Women's Athletic Footwear,60,300,18000,In-store,Adidas
Amazon,2021-11-18,Northeast,Maine,Women's Apparel,70,250,17500,Outlet,Adidas
Amazon,2021-12-17,Northeast,Maine,Women's Street Footwear,55,250,13750,Outlet,Adidas
West Gear,2020-06-22,West,Washington,Women's Athletic Footwear,60,300,18000,In-store,Adidas
Amazon,2021-02-22,West,Alaska,Men's Apparel,65,250,16250,Outlet,Adidas
Sports Direct,2021-04-04,Northeast,Connecticut,Women's Apparel,40,275,11000,In-store,Adidas
Foot Locker,2020-11-23,Midwest,Minnesota,Men's Athletic Footwear,45,300,13500,Outlet,Adidas
Amazon,2021-03-20,West,Alaska,Men's Athletic Footwear,55,250,13750,Outlet,Adidas
Sports Direct,2021-05-03,Northeast,Connecticut,Women's Street Footwear,45,275,12375,In-store,Adidas
Amazon,2021-05-20,West,Alaska,Women's Athletic Footwear,55,250,13750,Outlet,Adidas
Sports Direct,2021-06-05,Northeast,Connecticut,Women's Athletic Footwear,45,275,12375,In-store,Adidas
Foot Locker,2021-12-16,Northeast,Pennsylvania,Men's Athletic Footwear,50,225,11250,Outlet,Adidas
Amazon,2021-08-21,West,Alaska,Women's Athletic Footwear,55,250,13750,Outlet,Adidas
Sports Direct,2021-06-05,Northeast,Connecticut,Men's Apparel,55,275,15125,In-store,Adidas
Foot Locker,2021-04-10,West,Hawaii,Women's Athletic Footwear,50,250,12500,Outlet,Adidas
Sports Direct,2021-07-03,Northeast,Connecticut,Women's Athletic Footwear,45,275,12375,In-store,Adidas
Foot Locker,2021-12-20,Northeast,Pennsylvania,Women's Apparel,65,225,14625,Outlet,Adidas
Walmart,2021-10-10,West,Hawaii,Men's Apparel,65,250,16250,Outlet,Adidas
Sports Direct,2021-09-03,Northeast,Connecticut,Women's Apparel,60,275,16500,In-store,Adidas
Walmart,2021-09-18,Southeast,Florida,Women's Athletic Footwear,60,250,15000,In-store,Adidas
Foot Locker,2021-12-29,Northeast,Pennsylvania,Women's Street Footwear,60,225,13500,Outlet,Adidas
Sports Direct,2021-10-05,Northeast,Connecticut,Men's Athletic Footwear,55,275,15125,In-store,Adidas
Foot Locker,2021-03-23,Southeast,Virginia,Women's Athletic Footwear,50,250,12500,In-store,Adidas
Foot Locker,2021-10-05,Northeast,Connecticut,Women's Apparel,70,275,19250,In-store,Adidas
Foot Locker,2021-08-24,Southeast,Virginia,Women's Apparel,75,250,18750,In-store,Adidas
West Gear,2020-03-19,West,Colorado,Men's Apparel,45,225,10125,In-store,Adidas
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Athletic Footwear,55,275,15125,In-store,Adidas
Foot Locker,2021-09-25,Southeast,Virginia,Women's Street Footwear,50,250,12500,In-store,Adidas
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Apparel,65,275,17875,In-store,Adidas
Foot Locker,2021-09-25,Southeast,Virginia,Women's Apparel,45,250,11250,In-store,Adidas
Sports Direct,2021-12-06,Northeast,Rhode Island,Women's Street Footwear,50,275,13750,In-store,Adidas
Foot Locker,2021-03-17,Midwest,Missouri,Men's Apparel,45,250,11250,In-store,Adidas
Foot Locker,2021-05-19,Midwest,Missouri,Men's Apparel,45,250,11250,In-store,Adidas
West Gear,2021-03-23,West,Oregon,Women's Athletic Footwear,50,250,12500,In-store,Adidas
West Gear,2021-08-24,West,Oregon,Women's Apparel,75,250,18750,In-store,Adidas
West Gear,2021-09-25,West,Oregon,Women's Street Footwear,50,250,12500,In-store,Adidas
West Gear,2021-09-25,West,Oregon,Women's Apparel,45,250,11250,In-store,Adidas
West Gear,2021-01-17,West,Oregon,Women's Athletic Footwear,45,250,11250,In-store,Adidas
West Gear,2021-02-17,South,Louisiana,Women's Athletic Footwear,45,250,11250,In-store,Adidas
West Gear,2021-09-18,South,Louisiana,Women's Athletic Footwear,45,250,11250,Online,Adidas
Foot Locker,2021-02-04,West,Idaho,Men's Apparel,40,250,10000,Online,Adidas
West Gear,2021-03-06,West,Idaho,Men's Apparel,40,250,10000,Online,Adidas
Foot Locker,2021-04-23,West,Arizona,Women's Athletic Footwear,50,250,12500,Online,Adidas
Kohl's,2021-05-27,West,New Mexico,Men's Apparel,60,250,15000,Online,Adidas
West Gear,2020-06-05,West,Washington,Men's Apparel,55,225,12375,In-store,Adidas
Sports Direct,2021-01-13,West,New Mexico,Men's Apparel,45,250,11250,Online,Adidas
Sports Direct,2021-02-13,Southeast,Georgia,Women's Athletic Footwear,40,250,10000,Online,Adidas
Foot Locker,2020-12-21,Midwest,Minnesota,Women's Apparel,60,225,13500,Outlet,Adidas
Sports Direct,2021-03-12,Southeast,Georgia,Women's Athletic Footwear,50,250,12500,Online,Adidas
Foot Locker,2020-12-24,Midwest,Minnesota,Women's Street Footwear,45,225,10125,Outlet,Adidas
Amazon,2021-03-21,Southeast,Kentucky,Women's Apparel,45,250,11250,Online,Adidas
Amazon,2021-04-22,Southeast,Kentucky,Women's Apparel,40,250,10000,Online,Adidas
Kohl's,2021-01-07,Midwest,Montana,Men's Apparel,50,225,11250,Outlet,Adidas
Amazon,2021-07-21,Southeast,Kentucky,Men's Apparel,50,250,12500,Online,Adidas
Kohl's,2021-01-25,Midwest,Montana,Men's Apparel,45,225,10125,Outlet,Adidas
Amazon,2021-08-22,Southeast,Kentucky,Women's Athletic Footwear,40,250,10000,Online,Adidas
Walmart,2021-04-20,South,Arkansas,Men's Apparel,40,250,10000,Online,Adidas
Amazon,2021-11-19,Northeast,Maine,Women's Street Footwear,45,225,10125,Outlet,Adidas
West Gear,2021-05-19,South,Oklahoma,Men's Apparel,45,250,11250,Online,Adidas
Amazon,2021-12-23,Northeast,Maine,Women's Street Footwear,45,225,10125,Outlet,Adidas
Foot Locker,2021-11-13,Midwest,Kansas,Men's Apparel,75,250,18750,Online,Adidas
Foot Locker,2021-05-13,Midwest,South Dakota,Women's Apparel,60,250,15000,Online,Adidas
Amazon,2021-09-17,Northeast,Maine,Women's Apparel,60,225,13500,Outlet,Adidas
Foot Locker,2021-06-12,Midwest,South Dakota,Men's Athletic Footwear,40,250,10000,Online,Adidas
Amazon,2021-10-19,Northeast,Maine,Men's Athletic Footwear,55,225,12375,Outlet,Adidas
Foot Locker,2021-10-12,Midwest,South Dakota,Men's Athletic Footwear,45,250,11250,Online,Adidas
Sports Direct,2021-10-12,Midwest,South Dakota,Women's Apparel,60,250,15000,Online,Adidas
Amazon,2021-10-19,Northeast,Maine,Women's Apparel,70,225,15750,Outlet,Adidas
Sports Direct,2021-11-12,Midwest,South Dakota,Men's Athletic Footwear,45,250,11250,Online,Adidas
West Gear,2021-01-10,Northeast,Maine,Women's Athletic Footwear,45,225,10125,Outlet,Adidas
Sports Direct,2021-11-12,Midwest,South Dakota,Women's Apparel,65,250,16250,Online,Adidas
Sports Direct,2021-12-11,Midwest,South Dakota,Women's Street Footwear,50,250,12500,Online,Adidas
Amazon,2021-02-22,West,Alaska,Men's Athletic Footwear,55,225,12375,Outlet,Adidas
Sports Direct,2021-05-10,Midwest,North Dakota,Women's Apparel,55,250,13750,In-store,Adidas
Sports Direct,2021-10-09,Midwest,North Dakota,Men's Athletic Footwear,40,250,10000,In-store,Adidas
Amazon,2021-04-21,West,Alaska,Men's Athletic Footwear,55,225,12375,Outlet,Adidas
Foot Locker,2021-10-09,Midwest,North Dakota,Women's Apparel,55,250,13750,In-store,Adidas
Amazon,2021-04-21,West,Alaska,Women's Street Footwear,45,225,10125,Outlet,Adidas
Foot Locker,2021-11-09,Midwest,North Dakota,Men's Athletic Footwear,40,250,10000,In-store,Adidas
Amazon,2021-08-21,West,Alaska,Men's Apparel,65,225,14625,Outlet,Adidas
Foot Locker,2021-11-09,Midwest,North Dakota,Women's Apparel,65,250,16250,In-store,Adidas
Foot Locker,2021-12-08,Midwest,North Dakota,Women's Street Footwear,50,250,12500,In-store,Adidas
Amazon,2021-09-20,West,Alaska,Women's Street Footwear,55,225,12375,Outlet,Adidas
Foot Locker,2021-04-06,Midwest,Iowa,Women's Apparel,50,250,12500,In-store,Adidas
Foot Locker,2021-01-10,West,Alaska,Women's Athletic Footwear,45,225,10125,Outlet,Adidas
West Gear,2021-10-06,Midwest,Iowa,Women's Apparel,50,250,12500,In-store,Adidas
West Gear,2021-10-03,Midwest,Wisconsin,Women's Apparel,50,250,12500,In-store,Adidas
Foot Locker,2021-02-10,West,Hawaii,Women's Athletic Footwear,45,225,10125,Outlet,Adidas
West Gear,2021-12-02,Midwest,Wisconsin,Women's Athletic Footwear,50,250,12500,In-store,Adidas
Sports Direct,2021-01-17,West,Hawaii,Men's Apparel,55,225,12375,Outlet,Adidas
West Gear,2021-12-02,Midwest,Wisconsin,Men's Apparel,60,250,15000,In-store,Adidas
Walmart,2021-05-18,Southeast,Florida,Men's Apparel,55,225,12375,Outlet,Adidas
West Gear,2021-05-11,Midwest,Indiana,Men's Athletic Footwear,40,250,10000,In-store,Adidas
West Gear,2021-11-10,Midwest,Indiana,Men's Apparel,60,250,15000,In-store,Adidas
Foot Locker,2021-04-24,Southeast,Virginia,Women's Athletic Footwear,45,225,10125,In-store,Adidas
West Gear,2021-02-17,Northeast,West Virginia,Men's Apparel,50,250,12500,In-store,Adidas
Foot Locker,2021-09-25,Southeast,Virginia,Men's Apparel,60,225,13500,In-store,Adidas
West Gear,2021-08-17,Northeast,West Virginia,Men's Apparel,50,250,12500,In-store,Adidas
West Gear,2021-04-24,West,Oregon,Women's Athletic Footwear,45,225,10125,In-store,Adidas
West Gear,2021-05-20,Northeast,Maryland,Women's Apparel,55,250,13750,In-store,Adidas
West Gear,2021-06-22,Northeast,Maryland,Men's Athletic Footwear,45,250,11250,In-store,Adidas
West Gear,2021-09-25,West,Oregon,Men's Apparel,60,225,13500,In-store,Adidas
Foot Locker,2021-12-20,Northeast,Maryland,Men's Athletic Footwear,50,250,12500,In-store,Adidas
Foot Locker,2021-01-23,West,Idaho,Men's Apparel,45,225,10125,Online,Adidas
Foot Locker,2021-03-13,Northeast,Delaware,Men's Athletic Footwear,40,250,10000,In-store,Adidas
Foot Locker,2021-05-13,Northeast,Delaware,Women's Athletic Footwear,45,250,11250,In-store,Adidas
Foot Locker,2021-03-22,West,Arizona,Women's Athletic Footwear,50,225,11250,Online,Adidas
Foot Locker,2021-08-14,Northeast,Delaware,Women's Athletic Footwear,45,250,11250,In-store,Adidas
Foot Locker,2021-06-23,West,Arizona,Men's Apparel,55,225,12375,Online,Adidas
Kohl's,2021-05-06,Northeast,New Jersey,Women's Street Footwear,40,250,10000,In-store,Adidas
Kohl's,2021-06-08,Northeast,New Jersey,Women's Athletic Footwear,40,250,10000,In-store,Adidas
Sports Direct,2021-05-14,Southeast,Georgia,Men's Apparel,55,225,12375,Online,Adidas
Kohl's,2021-06-08,Northeast,New Jersey,Men's Apparel,50,250,12500,In-store,Adidas
